distance_km,duration_min,main_road_percentage,crime_density,max_crime_exposure,lighting_score,population_score,traffic_score,crime_hotspot_percentage,hour_of_day,day_of_week,is_weekend,is_night,is_rush_hour,speed_kmh,crime_per_km,lighting_per_km,crime_to_lighting_ratio,crime_to_population_ratio,night_crime_risk,night_lighting_deficit,safety_score
12.2136,18.935,0.0,0.0,0.0,5.0,5.0,5.0,0.0,15,5,1,0,0,38.70166358595194,0.0,61.068,0.0,0.0,0,0,100
10.6286,13.905,0.0,0.0,0.0,5.0,5.0,5.0,0.0,15,5,1,0,0,45.86235167206041,0.0,53.143,0.0,0.0,0,0,100
9.5383,12.063333333333333,0.0,0.0,0.0,5.0,5.0,5.0,0.0,15,5,1,0,0,47.44111633047803,0.0,47.6915,0.0,0.0,0,0,100
7.7806999999999995,10.713333333333333,0.0,0.0,0.0,5.0,5.0,5.0,0.0,15,5,1,0,0,43.57579340385812,0.0,38.903499999999994,0.0,0.0,0,0,100
10.052200000000001,12.491666666666667,0.0,0.0,0.0,5.0,5.0,5.0,0.0,15,5,1,0,0,48.28274849899933,0.0,50.261,0.0,0.0,0,0,100
9.347,12.729999999999999,0.0,0.0,0.0,5.0,5.0,5.0,0.0,15,5,1,0,0,44.054988216810685,0.0,46.735,0.0,0.0,0,0,100
10.9184,17.008333333333333,0.0,0.0,0.0,5.0,5.0,5.0,0.0,15,5,1,0,0,38.51664870161685,0.0,54.592,0.0,0.0,0,0,100
10.707799999999999,15.083333333333334,0.0,0.0,0.0,5.0,5.0,5.0,0.0,15,5,1,0,0,42.5945635359116,0.0,53.538999999999994,0.0,0.0,0,0,100
15.713700000000001,17.151666666666664,0.0,0.0,0.0,5.01,5.0,5.0,0.0,15,5,1,0,0,54.969701681080565,0.0,78.725637,0.0,0.0,0,0,100
16.7611,17.898333333333333,0.0,0.0,0.0,5.01,5.0,5.0,0.0,15,5,1,0,0,56.187689729025045,0.0,83.97311099999999,0.0,0.0,0,0,100
17.011200000000002,20.220000000000002,0.0,0.0,0.0,5.0,5.0,5.0,0.0,15,5,1,0,0,50.47833827893175,0.0,85.05600000000001,0.0,0.0,0,0,100
16.1687,18.59,0.0,0.0,0.0,5.01,5.0,5.0,0.0,15,5,1,0,0,52.185153308230234,0.0,81.005187,0.0,0.0,0,0,100
16.1046,18.540000000000003,0.0,0.0,0.0,5.01,5.0,5.0,0.0,15,5,1,0,0,52.11844660194174,0.0,80.68404600000001,0.0,0.0,0,0,100
6.9775,7.665,0.0,0.0,0.0,5.0,5.0,5.0,0.0,15,5,1,0,0,54.61839530332681,0.0,34.8875,0.0,0.0,0,0,100
6.9847,7.683333333333334,0.0,0.0,0.0,5.0,5.0,5.0,0.0,16,5,1,0,0,54.544295010845985,0.0,34.923500000000004,0.0,0.0,0,0,100
8.340399999999999,10.181666666666667,0.0,0.0,0.0,5.0,5.0,5.0,0.0,16,5,1,0,0,49.149517105909304,0.0,41.702,0.0,0.0,0,0,100
7.4982,9.520000000000001,0.0,0.0,0.0,5.0,5.0,5.0,0.0,16,5,1,0,0,47.25756302521008,0.0,37.491,0.0,0.0,0,0,100
9.4955,11.82,0.0,0.0,0.0,5.0,5.0,5.0,0.0,16,5,1,0,0,48.200507614213194,0.0,47.4775,0.0,0.0,0,0,100
8.6038,10.998333333333333,0.0,0.0,0.0,5.0,5.0,5.0,0.0,16,5,1,0,0,46.936929837854215,0.0,43.019,0.0,0.0,0,0,100
10.206,13.883333333333333,0.0,0.0,0.0,5.0,5.0,5.0,0.0,16,5,1,0,0,44.107563025210084,0.0,51.03,0.0,0.0,0,0,100
9.3974,11.916666666666666,0.0,0.0,0.0,5.0,5.0,5.0,0.0,16,5,1,0,0,47.31558041958042,0.0,46.986999999999995,0.0,0.0,0,0,100
9.5751,12.754999999999999,0.0,0.0,0.0,5.0,5.0,5.0,0.0,16,5,1,0,0,45.04163073304587,0.0,47.8755,0.0,0.0,0,0,100
9.5694,13.056666666666667,0.0,0.0,0.0,5.0,5.0,5.0,0.0,16,5,1,0,0,43.97477661475619,0.0,47.847,0.0,0.0,0,0,100
7.8903,9.754999999999999,0.0,0.0,0.0,5.0,5.0,5.0,0.0,16,5,1,0,0,48.5308047155305,0.0,39.451499999999996,0.0,0.0,0,0,100
10.6465,13.948333333333332,0.0,0.0,0.0,5.0,5.0,5.0,0.0,16,5,1,0,0,45.7968693989724,0.0,53.2325,0.0,0.0,0,0,100
9.3506,10.979999999999999,0.0,0.0,0.0,5.0,5.0,5.0,0.0,16,5,1,0,0,51.096174863387986,0.0,46.753,0.0,0.0,0,0,100
7.5681,10.316666666666666,0.0,0.0,0.0,5.0,5.0,5.0,0.0,16,5,1,0,0,44.01479806138934,0.0,37.8405,0.0,0.0,0,0,100
10.07,12.535,0.0,0.0,0.0,5.0,5.0,5.0,0.0,16,5,1,0,0,48.20103709613083,0.0,50.35,0.0,0.0,0,0,100
9.364799999999999,12.773333333333333,0.0,0.0,0.0,5.0,5.0,5.0,0.0,16,5,1,0,0,43.98914405010438,0.0,46.824,0.0,0.0,0,0,100
10.936200000000001,17.051666666666666,0.0,0.0,0.0,5.0,5.0,5.0,0.0,16,5,1,0,0,38.481399667676676,0.0,54.681000000000004,0.0,0.0,0,0,100
10.7256,15.126666666666667,0.0,0.0,0.0,5.0,5.0,5.0,0.0,16,5,1,0,0,42.54314676068753,0.0,53.628,0.0,0.0,0,0,100
